model_name,index,batch_size,optimizer,learning_rate,time_start,time_end,train_loss,train_accuracy,train_precision_macro_avg,train_recall_macro_avg,train_f1_score_macro_avg,val_loss,val_accuracy,val_precision_macro_avg,val_recall_macro_avg,val_f1_score_macro_avg,test_loss,test_accuracy,test_precision_macro_avg,test_recall_macro_avg,test_f1_score_macro_avg
rajpurkar,74,256,sgd,0.01,2023-09-25T00:24:28.553043,2023-09-25T00:39:31.207039,0.1959758102893829,0.8241758346557617,0.8830192975573311,0.6870033242928082,0.7429869210577067,0.3329968154430389,0.76106196641922,0.7721474957267779,0.5818407122125043,0.6281106886473211,0.3370527625083923,0.764390230178833,0.7645032863168465,0.5715325662916825,0.6187212521171354
ribeiro,75,256,sgd,0.01,2023-09-25T00:39:48.317556,2023-09-25T00:43:55.640526,0.2224459648132324,0.784394383430481,0.8382228807331046,0.6607100616038339,0.7167656079704393,0.2991248965263366,0.7438544631004333,0.7550528001048333,0.5855584626303931,0.6367606203387741,0.3026069402694702,0.7317073345184326,0.7491626637728115,0.5742088499597399,0.6217424552305941
rajpurkar,76,256,sgd,0.1,2023-09-25T00:44:06.472037,2023-09-25T00:53:28.297751,0.1221627444028854,0.8140462636947632,0.9366227203213724,0.818332915709503,0.8660228789787446,0.389610081911087,0.6976401209831238,0.7137930932966294,0.5618749062365213,0.6130256564742358,0.3944296240806579,0.6995121836662292,0.7185764156922082,0.5566455704791758,0.6092896477791461
ribeiro,77,256,sgd,0.1,2023-09-25T00:53:45.184106,2023-09-25T00:57:01.512346,0.1307873129844665,0.8500828742980957,0.9355437423947296,0.7593906310830963,0.8204894091723821,0.3237428963184356,0.7399213314056396,0.7869563734148428,0.5885249968638185,0.6439307985069957,0.3258954882621765,0.7365853786468506,0.7628350587015532,0.5781646113781902,0.6329869537936526
rajpurkar,78,256,rmsprop,0.001,2023-09-25T00:57:12.440587,2023-09-25T01:08:30.662847,0.190645545721054,0.8042851090431213,0.8192923353523429,0.7219725037855511,0.765023465589514,0.2754041850566864,0.7600786685943604,0.7467161796520484,0.6458084495591017,0.6884458597426375,0.2825285196304321,0.7497560977935791,0.732659569076105,0.639476051665486,0.6778821434389994
ribeiro,79,256,rmsprop,0.001,2023-09-25T01:08:47.683402,2023-09-25T01:11:19.884519,0.2394418865442276,0.7627847194671631,0.8352177835741046,0.6628758844925153,0.7177325931739998,0.3102519512176513,0.7217305898666382,0.7475166312772337,0.5859100937126973,0.6376539560127895,0.3150196671485901,0.7078048586845398,0.7359642036275962,0.5752103652897264,0.625868139678088
rajpurkar,80,256,rmsprop,0.01,2023-09-25T01:11:30.900374,2023-09-25T01:22:58.708270,0.2125015705823898,0.7878936529159546,0.8009893985762199,0.6993708168928918,0.7393305307303558,0.2604390978813171,0.7438544631004333,0.7478279568987457,0.6498771845043848,0.6881862563220188,0.2673019766807556,0.7507317066192627,0.7313942619039924,0.6341429089586673,0.671794928274717
ribeiro,81,256,rmsprop,0.01,2023-09-25T01:23:16.047610,2023-09-25T01:26:35.822098,0.2561798393726349,0.76155686378479,0.794618759864187,0.665948323483276,0.7094205165268591,0.2961050868034363,0.7487708926200867,0.7591365926046763,0.6274801576109705,0.67186023368663,0.2989268898963928,0.7390244007110596,0.7524465303877534,0.6100819279792987,0.6567664254335662
rajpurkar,82,256,rmsprop,0.1,2023-09-25T01:26:46.875051,2023-09-25T01:41:02.053161,0.5388663411140442,0.462152361869812,0.1962146949231422,0.1998514238494333,0.1094172778322168,0.5382217168807983,0.4631268382072449,0.2299134698927379,0.201081837755322,0.1116691185144013,0.5337993502616882,0.4643902480602264,0.0749311294470952,0.1993717275399248,0.1089244850947012
ribeiro,83,256,rmsprop,0.1,2023-09-25T01:41:19.128290,2023-09-25T01:47:50.233664,0.1882066577672958,0.8308060765266418,0.8345124880698422,0.7317397503093522,0.7768672060620144,0.2795662879943847,0.7566371560096741,0.7273400836142698,0.622613492025174,0.6668847990758854,0.2802721560001373,0.7512195110321045,0.731920930427546,0.6217572113188783,0.6678736395326685
rajpurkar,84,256,adam,0.001,2023-09-25T01:48:01.863879,2023-09-25T02:00:02.812583,0.2040336728096008,0.7806495428085327,0.8284950341017068,0.7166662740487504,0.7620049731369163,0.2646560668945312,0.7379547953605652,0.764648889601802,0.6552577697661586,0.6999981349239258,0.2636298239231109,0.7482926845550537,0.7687103908312344,0.6433410436711999,0.6912799738960353
ribeiro,85,256,adam,0.001,2023-09-25T02:00:20.243450,2023-09-25T02:02:50.517620,0.2393770515918731,0.7671434879302979,0.7857459623816241,0.6844976544144448,0.7252739658020577,0.2870615720748901,0.7330383658409119,0.7339284965273918,0.6325587058649962,0.6731242965827184,0.2891851961612701,0.7385365962982178,0.7267485893219983,0.6273609288382863,0.6661783362580699
rajpurkar,86,256,adam,0.01,2023-09-25T02:03:01.597882,2023-09-25T02:18:59.871272,0.1788518875837326,0.8004174828529358,0.8650369571589767,0.7385650219145424,0.7916339654024155,0.2559296190738678,0.7472959756851196,0.7682191216894154,0.6507349208391486,0.6999748882418985,0.2595003247261047,0.7536585330963135,0.7687248670773446,0.6396770374754672,0.6912714121909636
ribeiro,87,256,adam,0.01,2023-09-25T02:19:17.038415,2023-09-25T02:22:27.657003,0.2207998782396316,0.7921910285949707,0.8421889680185792,0.678402101402273,0.7366199289991979,0.2639206945896148,0.755162239074707,0.7899270467574074,0.6276153070726712,0.6836730649308234,0.2650873363018036,0.7639024257659912,0.7860028694930199,0.6184001654991877,0.6753615355199795
rajpurkar,88,256,adam,0.1,2023-09-25T02:22:38.642317,2023-09-25T02:32:15.910209,0.5348899364471436,0.4649149775505066,0.1985293994431236,0.000933217121721,0.0018565755090879,0.5304322838783264,0.4650934040546417,0.1999998000002,0.0004024144861118,0.0008032128497927,0.5304703116416931,0.4668292701244354,0.2666664444446519,0.0008835341345784,0.0017585410015601
ribeiro,89,256,adam,0.1,2023-09-25T02:32:33.104743,2023-09-25T02:38:42.512278,0.2786247730255127,0.7853766083717346,0.7622984249424791,0.5570180416575846,0.6323448485340135,0.3156993389129638,0.7571288347244263,0.7197727042623663,0.5189290267622289,0.5880843859626522,0.3195236027240753,0.7541463375091553,0.7064596040966105,0.5123519585907037,0.5787537816636427
